Codigo,Nombre,Categoria,Estado,Departamento,Municipio,Altitud,Fecha_instalacion,Fecha_suspension,Corriente,Latitude,Longitud
52057100,RUMICHACA - AUT [52057100],Limnigráfica,Activa,Nariño,Ipiales,2582,15/11/2016,,Guaitara,0.81378611,-77.66197778
52055170,LA JOSEFINA - AUT [52055170],Climática Principal,Activa,Nariño,Contadero,2450,10/12/2005,,Guaitara,0.93030556,-77.49119444
52055220,EL PARAISO - AUT [52055220],Climática Principal,Activa,Nariño,Túquerres,3120,01/03/2004,,Guaitara,1.07061111,-77.63688889
44015070,EL PEPINO - AUT [44015070],Climática Principal,Activa,Putumayo,Mocoa,760,11/11/2005,,Guaitara,1.08288889,-76.66711111
48015040,PUERTO NARINO - AUT [48015040],Climática Principal,Activa,Amazonas,Puerto Nariño,158,19/07/2005,,Amazonas,-3.78030556,-70.36263889
44135020,CAHUINARI - AUT [44135020],Climática Principal,Suspendida,Amazonas,Santander (Araracuara),118,04/02/2006,04/08/2011,Amazonas,-1.35166667,-70.80375
44135030,CHIRIBIQUETE - AUT [44135030],Climática Principal,Suspendida,Caquetá,Solano,256,04/02/2006,29/07/2011,Amazonas,-0.07416667,-72.45138889
52055150,CERRO PARAMO  - AUT [52055150],Climática Principal,Activa,Nariño,Puerres,3585,08/12/2005,,0,0.84311111,-77.38880556
44037040,EL ROSARIO - AUT [44037040],Limnigráfica,Activa,Caquetá,Florencia (Caquetá),600,15/08/1964,,CarañO,1.72525,-75.66638889
52077020,LOS NORTES - AUT [52077020],Limnigráfica,Activa,Nariño,Cumbitara,340,15/09/1984,,Patia,1.74111111,-77.53111111
51039010,TUMACO - AUT [51039010],Mareográfica,Activa,Nariño,Tumaco,0,15/09/1951,,Pacifico,1.81930556,-78.73027778
21017050,PITALITO 2 - AUT [21017050],Limnigráfica,Activa,Huila,Pitalito,1250,15/05/1972,,Guarapas,1.84883333,-76.05244444
51025060,BIOTOPO - AUT [51025060],Climática Principal,Activa,Nariño,Barbacoas,512,12/12/2005,,Guarapas,1.40863889,-78.28161111
51025090,GRANJA EL MIRA - - AUT [51025090],Climática Principal,Activa,Nariño,Tumaco,16,01/08/2016,,0,1.55019444,-78.69558333
52077010,PUENTE PUSMEO - AUT [52077010],Limnigráfica,Activa,Nariño,Cumbitara,380,15/09/1965,,Patia,1.62405556,-77.47891667
51027060,SAN JUAN MIRA - AUT [51027060],Limnigráfica,Activa,Nariño,Tumaco,2,15/12/1980,,Mira,1.42388889,-78.67027778
44037060,FLORENCIA-HACHA [44037060],Limnigráfica,Activa,Caquetá,Florencia (Caquetá),270,15/02/1971,,Hacha,1.62116667,-75.61922222
51020011,Piedrancha - - AUT [51020011],Pluviográfica,Activa,Nariño,Mallama (Piedrancha),1830,01/07/2016,,Hacha,1.14152778,-77.92897222
44015060,ACUEDUCTO MOCOA - AUT [44015060],Climática Principal,Activa,Putumayo,Mocoa,650,29/03/2006,,Hacha,1.15733333,-76.65183333
52055210,BOTANA - AUT [52055210],Climática Principal,Activa,Nariño,Pasto,2820,01/03/2004,,Hacha,1.16,-77.27880556
51025070,RICAURTE - AUT [51025070],Climática Principal,Suspendida,Nariño,Ricaurte (Nariño),1210,15/12/2005,25/08/2006,Hacha,1.21533333,-77.99691667
26015030,PNN PURACE - AUT [26015030],Climática Principal,Activa,Cauca,Puracé (Coconuco),368,26/09/2007,,Vaupes,2.35684889,-76.40354389
52035040,VIENTO LIBRE - AUT [52035040],Climática Ordinaria,Activa,Nariño,Taminango,1400,01/03/2004,,0,1.62,-77.34
26015010,EL TABLAZO - AUT [26015010],Climática Principal,Activa,Cauca,Popayán,1837,28/06/2005,,Vaupes,2.47483306,-76.58129361
21017020,SAN AGUSTIN - AUT [21017020],Limnigráfica,Activa,Huila,San Agustín,1233,15/04/1971,,Sombrerillos,1.87027778,-76.23161111
21015050,PURACE  - AUT [21015050],Climática Principal,Activa,Huila,San Agustín,1900,17/07/2005,,Sombrerillos,1.92591667,-76.42755556
21015040,LA PRIMAVERA - AUT [21015040],Climática Principal,Activa,Huila,Saladoblanco,1919,28/07/2005,,Sombrerillos,2.02158333,-76.11433333
52015050,BALBOA - AUT [52015050],Climática Principal,Activa,Cauca,Balboa (Cauca),1700,27/09/2005,,Suaza,2.03277778,-77.22166667
52025090,LA SIERRA - AUT [52025090],Climática Principal,Activa,Cauca,La Sierra,1870,23/09/2005,,Suaza,2.19383333,-76.75033333
21015060,MARENGO  - AUT [21015060],Agrometeorológica,Activa,Huila,Pitalito,1550,23/07/2005,,Suaza,2.22111111,-76.11888889
46015030,SAN VICENTE DEL CAGUAN  - AUT [46015030],Climática Principal,Activa,Caquetá,San Vicente Del Caguán,300,29/09/2008,,0,2.063,-74.76269444
21047010,PUENTE BALSEADERO [21047010],Limnigráfica,Suspendida,Huila,Agrado,688,05/09/1971,14/06/2018,Magdalena,2.23236111,-75.64855556
53075020,EL DIVISO - AUT [53075020],Climática Principal,Activa,Cauca,Argelia (Cauca),1750,29/09/2005,,Magdalena,2.31141667,-77.25877778
26035090,LA LAGUNA DE CAJIBIO [26035090],Climática Principal,Suspendida,Cauca,Cajibío,1872,04/10/2004,06/01/2016,Magdalena,2.699175,-76.59544444
21057100,TALAGA TOEZ - AUT [21057100],Limnigráfica,Suspendida,Cauca,Páez (Belalcázar),1900,01/09/1991,26/04/2007,Paez,2.70555556,-76.02219444
52045080,UNIVERSIDAD DE NARINO  - AUT [52045080],Climática Ordinaria,Activa,Nariño,Pasto,2626,13/04/2004,,0,1.23,-77.28
21115170,LA PLATA - AUT [21115170],Climática Principal,Activa,Huila,Neiva,2101,20/07/2005,,Paez,2.75913889,-75.07455556
21097070,PUENTE SANTANDER [21097070],Limnigráfica,Activa,Huila,Neiva,431,15/09/1960,,Magdalena,2.94261111,-75.30852778
57025020,GORGONA GUAPI [57025020],Climática Principal,Activa,Cauca,Guapi,10,18/09/2005,,Magdalena,2.96294444,-78.17436111
22025040,EL DIABLO - AUT [22025040],Climática Principal,Activa,Cauca,Páez (Belalcázar),495,31/05/2005,,Quebrada Don Abad,2.97772222,-76.06383333
53077010,ANGOSTURA RIO MICAY [53077010],Limnigráfica,Activa,Cauca,López,120,15/03/1960,,Micay,2.80122222,-77.24102778
21117100,PUEBLO NUEVO - AUT [21117100],Limnigráfica,Activa,Huila,Neiva,1280,15/06/1983,,Ceibas,2.82744444,-75.08883333
48017050,BOCATOMA YAGUARCACA [48017050],Limnimétrica,Suspendida,Amazonas,Leticia,83,15/12/1989,14/01/2014,Quebrada Yahuarcaca,-4.19047222,-69.95027778
25027980,UNION LA [25027980],Limnigráfica,Suspendida,Bolívar,Pinillos,23,15/10/1976,15/11/1976,Cga. La Iguana,8.7,-74.31666667
25027640,TRES CRUCES [25027640],Limnimétrica,Activa,Bolívar,Achí,31,15/09/1974,,Cauca,8.70308333,-74.51730556
25020030,GUACAMAYO [25020030],Pluviométrica,Activa,Bolívar,Achí,30,15/07/1966,,Cauca,8.72722222,-74.51222222
25028210,CNO VIDE [25028210],Limnimétrica,Suspendida,Bolívar,Pinillos,21,15/09/1974,15/07/1981,Cno Vide,8.78333333,-74.33333333
25027400,ALTO DEL ROSARIO [25027400],Limnimétrica,Activa,Bolívar,Altos Del Rosario,24,15/07/1973,,Cno Las Palomas,8.79444444,-74.16027778
25028220,NO TE PASES HACIENDA [25028220],Limnimétrica,Suspendida,Bolívar,Pinillos,21,15/06/1978,15/07/1981,Cno Tapoa,8.8,-74.33333333
25028230,PUERTO CARMEN [25028230],Limnimétrica,Suspendida,Bolívar,Pinillos,22,15/06/1976,15/07/1981,Cno Tapoa,8.81666667,-74.31666667
25027390,PALOMAS LAS [25027390],Limnimétrica,Activa,Bolívar,Altos Del Rosario,24,15/07/1973,,Magdalena,8.83055556,-74.17055556
25028240,NUEVO HORIZONTE [25028240],Limnimétrica,Suspendida,Bolívar,Pinillos,21,15/09/1979,15/07/1981,Bzo De Loba,8.86666667,-74.35
25027990,CONTENTO EL [25027990],Limnimétrica,Suspendida,Bolívar,Pinillos,20,15/09/1974,15/07/1981,Bzo De Tapoa,8.88333333,-74.45
25028410,MANTEQUERA [25028410],Limnimétrica,Suspendida,Bolívar,Pinillos,20,15/09/1974,15/07/1981,Cga. Mantequera,8.88333333,-74.45
25020410,CANDELARIA LA [25020410],Pluviométrica,Activa,Bolívar,San Jacinto Del Cauca,28,15/07/1966,,Vaupes,8.21944444,-74.72875
25027280,CANDELARIA LA [25027280],Limnimétrica,Suspendida,Bolívar,San Jacinto Del Cauca,22,15/11/1966,15/05/1969,Cauca,8.23333333,-74.71666667
25028350,MANCHA LA [25028350],Limnimétrica,Suspendida,Bolívar,San Jacinto Del Cauca,30,15/09/1979,15/07/1999,Cno Rompedero,8.26666667,-74.58333333
13090030,BERRUGAS [13090030],Pluviométrica,Activa,Sucre,San Onofre,1,15/04/1974,,Cno Rompedero,9.91027778,-75.60055556
25027880,GALINDO [25027880],Limnimétrica,Suspendida,Bolívar,San Jacinto Del Cauca,33,15/04/1975,15/05/2002,Cauca,8.3,-74.58333333
25025230,MONTECRISANTO [25025230],Climática Ordinaria,Suspendida,Bolívar,Montecristo,100,15/08/1974,15/11/2004,Cauca,8.3,-74.48333333
25020450,MONTECRISANTO [25020440],Pluviométrica,Suspendida,Bolívar,Montecristo,80,15/07/1966,15/10/1974,Cauca,8.3,-74.43333333
48017010,LETICIA [48017010],Limnigráfica,Activa,Amazonas,Leticia,120,15/05/1986,,Amazonas,-4.22252778,-69.94272222
25020800,BUENAVISTA [25020800],Pluviométrica,Activa,Bolívar,Achí,10,14/04/1974,,0,8.57305556,-74.52972222
24035380,NEVADO DEL COCUY - AUT [24035380],Climática Principal,Activa,Boyacá,Guicán,4676,18/11/2005,,0,6.50911111,-72.31416667
24037001,"LA PLAYA, CARDENILLO [24037001]",Limnigráfica,Activa,Boyacá,Guicán,3742,23/10/2013,,Rio Cardenillo,6.49955556,-72.37613889
21057030,PUENTE RICAURTE - AUT [21057030],Limnigráfica,Activa,Cauca,Páez (Belalcázar),1140,15/06/1971,,Paez,2.52291667,-75.96158333
21055070,INZA - AUT [21055070],Climática Principal,Activa,Cauca,Inzá,1800,11/11/2005,,Paez,2.54819444,-76.06394444
53045040,AEROPUERTO GUAPI - AUT [53045040],Climática Principal,Activa,Cauca,Guapi,42,01/03/2004,,Paez,2.57441667,-77.89475
21087080,HACIENDA VENECIA - AUT [21087080],Limnigráfica,Activa,Huila,Yaguará,575,15/06/1983,,Yaguara,2.64380556,-75.54430556
21115180,HACIENDA MANILA - AUT [21115180],Agrometeorológica,Activa,Huila,Baraya,600,15/06/2005,,Yaguara,3.13305556,-75.08152778
26075120,LA DIANA - AUT [26075120],Climática Principal,Activa,Valle del Cauca,Florida,1615,26/06/2005,,Yaguara,3.31405556,-76.18569444
26055100,FARALLONES - AUT [26055100],Climática Principal,Activa,Valle del Cauca,Cali,227,28/06/2005,,Yaguara,3.41605556,-76.6515
26055110,LA INDEPENDENCIA - AUT [26055110],Agrometeorológica,Activa,Valle del Cauca,Jamundí,14,27/06/2005,,0,3.18536111,-76.56930556
26135320,NEVADO SANTA ISABEL  - AUT [26135320],Climática Principal,Activa,Caldas,Villamaria,4757,16/10/2005,,0,4.80261111,-75.38047222
26055120,UNIVERSIDAD DEL VALLE  - AUT [26055120],Climática Principal,Activa,Valle del Cauca,Cali,996,25/11/2006,,0,3.378,-76.53388889
26085160,SILOE - AUT [26085160],Climática Principal,Activa,Valle del Cauca,Cali,1238,28/06/2005,,Yaguara,3.4255,-76.56061111
54077210,JUANCHACO - AUT [54077210],Mareográfica,Activa,Valle del Cauca,Buenaventura,18,23/06/2005,,Oceano Pacifico,3.92514722,-77.34900556
21185090,NATAIMA - AUT [21185090],Agrometeorológica,Activa,Tolima,Espinal,393,16/10/2005,,Cuinde,4.18813889,-74.96047222
21195170,PAQUILO - AUT [21195170],Climática Principal,Activa,Cundinamarca,Cabrera (Cundinamarca),2957,23/07/2005,,Cuinde,3.99361111,-74.39805556
21167090,HACIENDA EL RUBY - AUT [21167090],Limnigráfica,Activa,Tolima,Cunday,450,15/08/1991,,Cunday,4.01105556,-74.71902778
22075050,PARAMO DE YERBABUENA  - AUT [22075050],Climática Principal,Activa,Tolima,Roncesvalles,3394,29/09/2007,,0,4.07580556,-75.70083333
35017020,PUENTE LLERAS - AUT [35017020],Limnigráfica,Activa,Meta,Puerto López,177,15/03/1972,,Meta,4.10301944,-72.93638333
21167080,LA MORA - AUT [21167080],Limnigráfica,Activa,Tolima,Prado,464,15/10/1990,,Negro,3.72519444,-74.82644444
26095320,EL VINCULO - AUT [26095320],Agrometeorológica,Activa,Valle del Cauca,Buga,98,24/06/2005,,Negro,3.83480556,-76.30000556
21137010,PURIFICACION - AUT [21137010],Limnigráfica,Activa,Tolima,Purificación,306,15/11/1959,,Magdalena,3.84952778,-74.93577778
21137050,RIO ANGOSTURA  - AUT [21137050],Limnigráfica,Activa,Tolima,Natagaima,345,14/01/1975,,Magdalena,3.44319444,-75.11880556
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],Climática Principal,Activa,Valle del Cauca,Cali,975,22/11/2006,,0,3.4545,-76.49972222
26105240,EL PLACER - AUT [26105240],Climática Principal,Activa,Valle del Cauca,Buga,22,30/06/2005,,Magdalena,3.87911111,-76.10055556
21215190,CAJAMARCA - AUT [21215190],Climática Principal,Activa,Tolima,Cajamarca,2530,10/12/2005,,Saldana,4.43566667,-75.50036111
21217180,MONTEZUMA [21217180],Limnigráfica,Activa,Tolima,Ibagué,1450,15/12/1973,,Combeima,4.48205556,-75.28605556
23125170,SAN CAYETANO - AUT [23125170],Climática Principal,Activa,Cundinamarca,San Cayetano (Cundinamarca),2807,01/12/2004,,0,5.33333333,-74.01666667
21195190,PASCA - AUT [21195190],Agrometeorológica,Activa,Cundinamarca,Pasca,2256,26/08/2005,,Guatiquia,4.31011111,-74.31175
21206920,VILLA TERESA - AUT [21206920],Climática Principal,Activa,Bogotá,"Bogota, D.C",3624,19/07/2005,,Guatiquia,4.35,-74.15
21237010,NARINO - AUT [21237010],Limnigráfica,Activa,Cundinamarca,Nariño (Cundinamarca),277,15/08/1977,,Magdalena,4.38777778,-74.838375
31095030,PUERTO INIRIDA - AUT [31095030],Agrometeorológica,Activa,Guainía,Inírida,100,26/03/2003,,0,3.87441667,-67.91905556
21195160,SUBIA - AUT [21195160],Climática Principal,Suspendida,Cundinamarca,Silvania,275,27/09/2004,03/05/2019,0,4.47661111,-74.38388889
22057010,PIEDRAS DE COBRE  - AUT [22057010],Limnigráfica,Activa,Tolima,Saldaña,3452,14/09/1959,,Saldana,3.90838889,-75.10327778
53119010,BUENAVENTURA IDEAM  - AUT [53119010],Mareográfica,Activa,Valle del Cauca,Buenaventura,40,14/05/1941,,Pacifico,3.890175,-77.06190833
21235030,UNIVERSIDAD DE CUNDINAMARCA - AUT [21235030],Climática Principal,Activa,Cundinamarca,Girardot,309,29/09/2004,,0,4.30533333,-74.80811111
21215160,CERROS NOROCCIDENTALES  - AUT [21215160],Climática Principal,Activa,Tolima,Ibagué,1946,17/10/2005,,0,4.47036111,-75.24386111
21215170,LA MARTINICA - AUT [21215170],Climática Principal,Suspendida,Tolima,Ibagué,1780,10/12/2005,28/08/2014,Magdalena,4.402,-75.22905556
26127010,EL ALAMBRADO [26127010],Limnigráfica,Activa,Valle del Cauca,Caicedonia,151,15/01/1953,,La Vieja,4.41025,-75.87538889
26105250,ZARAGOZA - AUT [26105250],Agrometeorológica,Activa,Valle del Cauca,Cartago,943,30/06/2005,,La Vieja,4.68977778,-75.92519444
26127040,CARTAGO [26127040],Limnigráfica,Activa,RIsaralda,Pereira,937,15/01/1945,,La Vieja,4.75761111,-75.89925
21255160,HACIENDA PAJONALES [21255160],Agrometeorológica,Activa,Tolima,Ambalema,277,18/10/2005,,La Vieja,4.76072222,-74.83425
26135300,PNN QUIMBAYA - AUT [26135300],Agrometeorológica,Activa,RIsaralda,Pereira,1881,14/07/2004,,La Vieja,4.76191667,-75.74491667
26115090,LAS BRISAS - AUT [26115090],Climática Principal,Activa,Valle del Cauca,Ansermanuevo,1971,30/06/2005,,La Vieja,4.77558333,-76.14427778
21206990,TIBAITATA - AUT [21206990],Agrometeorológica,Activa,Cundinamarca,Mosquera (Cundinamarca),2543,27/10/2004,,Meta,4.69141667,-74.209
26137220,EL RETEN - AUT [26137220],Limnigráfica,Activa,RIsaralda,Santa Rosa De Cabal,188,15/11/1993,,Otun,4.72819444,-75.60344444
26125300,CALARCA - AUT [26125300],Climática Principal,Activa,Quindío,Calarcá,2255,04/10/2004,,Otun,4.52830556,-75.59638889
35035130,PARAMO CHINGAZA  - AUT [35035130],Climática Principal,Activa,Cundinamarca,Guasca,3863,23/11/2004,,0,4.71366667,-73.80325
21215180,BATALLON ROOKE  - AUT [21215180],Climática Principal,Activa,Tolima,Ibagué,1323,09/12/2005,,0,4.41838889,-75.24866667
21206980,SANTA CRUZ DE SIECHA  - AUT [21206980],Agrometeorológica,Activa,Cundinamarca,Guasca,3100,07/11/2005,,0,4.78427778,-73.87080556
21206940,CIUDAD BOLIVAR [21206940],Climática Principal,Suspendida,Bogotá,"Bogota, D.C",2687,19/05/2005,24/08/2018,0,4.57686111,-74.17677778
35025080,PNN CHINGAZA - AUT [35025080],Climática Principal,Activa,Cundinamarca,La Calera,3205,06/12/2007,,Otun,4.661,-73.82733333
26155280,NEV SANTA ISABEL [26155280],Climática Principal,Activa,Caldas,Villamaria,4685,23/04/2010,,Lagunilla,4.81758333,-75.37405556
35085070,SANTA MARIA - AUT [35085070],Climática Principal,Activa,Boyacá,Santa María (Boyacá),1300,10/03/2005,,Lagunilla,4.84125,-73.25669444
26135310,SANTA ROSA - AUT [26135310],Climática Principal,Suspendida,RIsaralda,Santa Rosa De Cabal,1898,23/10/2005,06/01/2016,Lagunilla,4.84686111,-75.63563889
26155240,PNN NEVADOS - AUT [26155240],Climática Principal,Activa,Caldas,Villamaria,3641,24/08/2007,,Lagunilla,4.85944444,-75.38241667
21255170,MURILLO - AUT [21255170],Climática Principal,Activa,Tolima,Murillo,323,21/10/2005,,Lagunilla,4.87055556,-75.17327778
26177030,LA VIRGINIA - AUT [26177030],Limnigráfica,Activa,RIsaralda,La Virginia,922,15/10/1946,,Cauca,4.8925,-75.88269444
35225030,MODULOS - AUT [35225030],Climática Ordinaria,Activa,Casanare,Orocué,130,15/12/2016,,0,4.91047222,-71.43305556
26135290,MARSELLA - AUT [26135290],Agrometeorológica,Activa,RIsaralda,Marsella,1659,19/06/2005,,Cauca,4.92958333,-75.73838889
26125290,ARMENIA - AUT [26125290],Climática Principal,En Mantenimiento,Quindío,Armenia (Quindío),1485,28/09/2004,,0,4.53158333,-75.69069444
21206960,IDEAM BOGOTA  - AUT [21206960],Climática Principal,Activa,Bogotá,"Bogota, D.C",2646,10/04/2005,,0,4.6,-74.06666667
21205012,UNIVERSIDAD NACIONAL  - AUT [21205012],Climática Principal,Activa,Bogotá,"Bogota, D.C",2556,18/08/2004,,0,4.63808333,-74.08908333
21209920,SANTA ROSITA - AUT [21209920],Limnigráfica,Activa,Cundinamarca,Suesca,2618,19/05/2005,,Bogota,5.19225,-73.77905556
24015110,LA BOYERA - AUT [24015110],Climática Ordinaria,Activa,Cundinamarca,Ubaté,2610,15/03/1960,,Bogota,5.30380556,-73.85175
35215020,AEROPUERTO YOPAL - AUT [35215020],Climática Principal,Activa,Casanare,Yopal,325,17/11/2005,,Bogota,5.32044444,-72.3875
35075080,PARAMO RABANAL - AUT [35075080],Climática Principal,Activa,Boyacá,Ventaquemada,3398,13/03/2005,,Bogota,5.39238889,-73.56277778
35237030,TRINIDAD PAUTO - AUT [35237030],Limnigráfica,Activa,Casanare,Trinidad,178,15/12/2016,,Bogota,5.41438889,-71.66836111
23017040,ESPERANZA LA [23017040],Limnigráfica,Activa,Tolima,Mariquita,550,15/09/1988,,Guali,5.20616667,-74.91372222
26145090,SANTA EMILIA - AUT [26145090],Climática Principal,Activa,RIsaralda,Belén De Umbría,1748,21/10/2005,,Guali,5.20747222,-75.90294444
35075070,CHINAVITA - AUT [35075070],Agrometeorológica,Activa,Boyacá,Chinavita,212,06/03/2005,,Guali,5.21925,-73.35038889
54017040,TADO - AUT [54017040],Limnigráfica,Activa,Chocó,Tadó,95,15/08/1973,,San Juan,5.26511111,-76.56275
35085060,ZETAQUIRA - AUT [35085060],Climática Principal,Activa,Boyacá,Zetaquirá,1436,12/12/2004,,San Juan,5.29494444,-73.16994444
23065180,VILLETA - AUT [23065180],Climática Principal,Activa,Cundinamarca,Villeta,878,10/12/2004,,San Juan,5.01686111,-74.47097222
26155220,VILLAMARIA - AUT [26155220],Climática Principal,Activa,Caldas,Villamaria,1906,14/06/2004,,San Juan,5.04866667,-75.51388889
26155210,TORRE 4 - AUT [26155210],Climática Principal,Suspendida,Caldas,Manizales,3787,14/07/2004,29/09/2010,San Juan,5.06077778,-75.35611111
26155230,EMAS - AUT [26155230],Climática Principal,Activa,Caldas,Manizales,2211,10/06/2004,,San Juan,5.08525,-75.50713889
21206790,HACIENDA SANTA ANA - AUT [21206790],Climática Principal,Activa,Cundinamarca,Nemocón,2572,10/06/2004,,San Juan,5.0905,-73.88125
35085080,LA CAPILLA - AUT [35085080],Climática Principal,Activa,Boyacá,La Capilla,1917,08/03/2005,,San Juan,5.09919444,-73.436
26145080,PARAMO TATAMA [26145080],Climática Principal,Suspendida,RIsaralda,Santuario (Risaralda),3814,14/12/2005,29/09/2010,San Juan,5.12386111,-76.061
23065190,QUEBRADA NEGRA - AUT [23065190],Climática Principal,Activa,Cundinamarca,Quebradanegra,1107,06/10/2005,,Negro,5.13761111,-74.48125
23035030,BASE PALANQUERO  - AUT [23035030],Climática Principal,Activa,Cundinamarca,Puerto Salgar,170,02/11/2005,,0,5.49286111,-74.658
35235040,TRINIDAD - AUT [35235040],Climática Ordinaria,Activa,Casanare,Trinidad,265,15/12/2016,,Atrato,5.41902778,-71.66616667
35217030,PUENTE LA CABANA [35217030],Limnigráfica,Activa,Casanare,Yopal,497,15/12/1979,,Cravo Sur,5.43794444,-72.45522222
23037010,PUERTO SALGAR - AUT [23037010],Limnigráfica,Activa,Cundinamarca,Puerto Salgar,186,15/01/1936,,Magdalena,5.46966667,-74.66216667
35160010,POTRERITO [35160010],Pluviométrica,Activa,Boyacá,Aquitania,347,31/12/2016,,Magdalena,5.47758333,-72.94861111
55015010,PIE DE PATO - AUT [55015010],Climática Principal,Activa,Chocó,Alto Baudó (Pie De Pato),40,12/03/2006,,Atrato,5.52108333,-76.97316667
23125160,SAN PABLO DE BORBUR  - AUT [23125160],Climática Principal,Activa,Boyacá,San Pablo De Borbur,742,13/12/2004,,0,5.64702778,-74.07130556
23067060,TOBIA  - AUT [23067060],Limnigráfica,Activa,Cundinamarca,Nimaima,620,14/12/1986,,Negro,5.12530556,-74.44705556
11027070,BORAUDO - AUT [11027070],Limnigráfica,Activa,Chocó,Lloró,78,14/04/2005,,Atrato,5.51461111,-76.57569444
35195060,TOQUILLA - AUT [35195060],Climática Ordinaria,Activa,Boyacá,Aquitania,2950,15/12/2016,,Atrato,5.52361111,-72.79097222
35217060,PLAYON EL [35217060],Limnigráfica,Activa,Casanare,Nunchía,271,15/12/2016,,Tocaria,5.5405,-72.23172222
35095120,AQUITANIA - AUT [35095120],Climática Principal,Activa,Boyacá,Aquitania,321,06/12/2004,,Tocaria,5.55663889,-72.88175
35165000,EL TUNEL [35165000],Climática Ordinaria,Activa,Boyacá,Cuítiva,30,31/12/2016,,Tocaria,5.57497222,-72.941
35167010,HATO LAGUNA - AUT [35167010],Limnigráfica,Activa,Boyacá,Aquitania,3020,31/12/2016,,Las Cintas,5.58444444,-72.90008333
35160020,LLANO ALARCON [35160020],Pluviométrica,Activa,Boyacá,Cuítiva,339,31/12/2016,,Quito,5.59972222,-72.91347222
35160000,LAS CINTAS [35160000],Pluviométrica,Activa,Boyacá,Sogamoso,3400,31/12/2016,,Quito,5.61427778,-72.86747222
24035360,SOCHA - AUT [24035360],Climática Principal,Activa,Boyacá,Socha,2503,10/12/2004,,Cauca,5.98541667,-72.99702778
35215030,Pisba - Aut [35215030],Climática Ordinaria,Activa,Boyacá,Pisva,1482,15/12/2016,,Cauca,5.72055556,-72.48847222
23057140,SAN MIGUEL - AUT [23057140],Limnigráfica,Activa,Antioquia,Sonsón,176,15/08/1974,,La Miel,5.73102778,-74.72583333
26187040,QUITASUENO  - AUT [26187040],Limnigráfica,Activa,Caldas,Aguadas,560,09/03/2014,,Arma,5.72113889,-75.55258333
26185050,SANTA BARBARA - AUT [26185050],Climática Principal,Activa,Antioquia,Santa Bárbara (Antioquia),1680,29/11/2004,,0,5.85958333,-75.55627778
24035430,TUNGUAVITA - AUT [24035430],Agrometeorológica,Activa,Boyacá,Paipa,2470,15/12/2004,,La Miel,5.74591667,-73.11636111
24035410,SOGAMOSO - AUT [24035410],Meteorológica Especial,Activa,Boyacá,Sogamoso,2495,06/12/2007,,La Miel,5.75333333,-72.91115278
26185030,JERICO - AUT [26185030],Climática Principal,Suspendida,Antioquia,Jericó (Antioquia),2313,28/11/2004,06/01/2016,La Miel,5.79916667,-75.78952778
36015020,EL DIAMANTE - AUT [36015020],Climática Principal,Activa,Casanare,Paz De Ariporo,160,19/11/2005,,La Miel,5.81619444,-71.41983333
24025090,MOGOTES - AUT [24025090],Agrometeorológica,Activa,Santander,Mogotes,1673,25/10/2004,,La Miel,6.47,-72.96888889
26207080,BOLOMBOLO [26207080],Limnigráfica,Activa,Antioquia,Venecia (Antioquia),1750,15/10/1971,,Cauca,5.97,-75.84
23097030,PUERTO BERRIO - AUT [23097030],Limnigráfica,Activa,Antioquia,Puerto Berrío,111,15/01/1936,,Magdalena,6.48513889,-74.40116667
24035370,EL ESPINO - AUT [24035370],Climática Principal,Activa,Boyacá,El Espino,3510,19/11/2005,,Magdalena,6.50672222,-72.45266667
23127020,PUERTO ARAUJO - AUT [23127020],Limnigráfica,Activa,Santander,Cimitarra,92,15/10/1965,,Carare,6.52555556,-74.08583333
27015300,VILLANUEVA VILLAHERMOSA [27015300],Climática Principal,Suspendida,Antioquia,Medellín,1591,08/09/2005,06/01/2016,Carare,6.25327778,-75.55
56019010,BAHIA SOLANO - AUT [56019010],Mareográfica,Suspendida,Chocó,Bahía Solano (Mutis),21,24/11/2005,20/11/2008,Oceano Pacifico,6.26863889,-77.43316667
23087210,CANTERAS - AUT [23087210],Limnigráfica,Activa,Antioquia,Puerto Nare,1274,15/07/1973,,Nare,6.27608333,-74.67330556
27015290,PAJARITO - AUT [27015290],Climática Principal,Suspendida,Antioquia,Medellín,1952,17/11/2005,06/01/2016,Nare,6.28633333,-75.61279167
35025110,LA LIBERTAD - AUT [35025110],Agrometeorológica,Activa,Meta,Villavicencio,336,24/03/2007,,0,4.05736111,-73.46791667
23195190,SAN ANTONIO SANTANDER [23195190],Climática Principal,Suspendida,Santander,Floridablanca,1480,15/01/1991,15/01/1991,Magdalena,7.09952778,-73.06619444
23117030,EL TAGUAL - AUT [23117030],Limnigráfica,Suspendida,Santander,Cimitarra,105,19/08/2005,13/07/2018,Tachira,6.73305556,-74.15975
16027300,PUENTE CAPIRA - AUT [16027300],Limnigráfica,Activa,Norte de Santander,Cucutilla,1320,15/11/2004,,Zulia,7.53719444,-72.77113889
23105070,MACEO - AUT [23105070],Climática Principal,Activa,Antioquia,Yolombó,980,17/06/2005,,0,6.57163889,-74.79472222
23195230,NEOMUNDO,Climática Principal,Suspendida,Santander,Bucaramanga,970,17/08/2005,28/02/2020,0,7.09999722,-73.11
